Users_ID,Name,Problem_ID
U-20,ungown,684
U-21,sempitern,850
U-21,sempitern,1080
U-21,sempitern,1159
U-21,sempitern,361
U-21,sempitern,258
U-22,mustered,981
U-22,mustered,782
U-22,mustered,585
U-22,mustered,722
U-22,teguments,897
U-22,teguments,1076
U-22,teguments,1127
U-22,teguments,49
U-22,teguments,929
U-22,preceptial,751
U-22,preceptial,536
U-23,urinating,790
U-23,urinating,1066
U-23,moulded,567
U-23,moulded,1100
U-23,moulded,500
U-23,moulded,978
U-23,moulded,960
U-24,somnolence,537
U-24,somnolence,307
U-24,somnolence,275
U-24,somnolence,667
U-24,somnolence,561
U-24,nonlead,1122
U-24,nonlead,403
U-24,nonlead,63
U-24,nonlead,627
U-24,nonlead,366
U-25,signed,676
U-25,signed,683
U-25,signed,1016
U-25,signed,841
U-25,immeuble,163
U-25,immeuble,948
U-25,immeuble,626
U-25,immeuble,258
U-25,immeuble,839
U-25,immeuble,733
U-25,aquarelle,1002
U-25,aquarelle,1036
U-25,aquarelle,358
U-25,aquarelle,842
U-25,aquarelle,23
U-26,targetted,382
U-26,targetted,155
U-26,targetted,1001
U-26,ruthfully,403
U-26,ruthfully,213
U-26,ruthfully,797
U-26,ruthfully,330
U-26,spinus,492
U-26,spinus,954
U-27,béguin,1103
U-27,béguin,758
U-27,béguin,1070
U-27,béguin,1188
U-28,honeydewed,496
U-28,honeydewed,471
U-28,consonancy,1177
U-28,consonancy,739
U-28,consonancy,737
U-28,consonancy,317
U-28,millwheels,776
U-28,millwheels,530
U-28,millwheels,331
U-28,millwheels,481
U-28,millwheels,395
U-28,Sharisha,247
U-28,Sharisha,762
U-28,Sharisha,552
U-28,Sharisha,871
U-28,Sharisha,300
U-29,feudal,204
U-29,feudal,390
U-29,feudal,830
U-29,feudal,681
U-29,feudal,479
U-29,feudal,291
U-29,snowscapes,865
U-29,snowscapes,39
U-29,snowscapes,430
U-29,snowscapes,414
U-29,snowscapes,715
U-29,snowscapes,1088
U-30,deca-,217
U-30,deca-,792
U-30,deca-,1130
U-30,metwand,657
U-30,metwand,767
U-30,metwand,1099
U-30,watershoot,153
U-30,watershoot,1149
U-30,watershoot,784
U-30,watershoot,6
U-30,Bancroft,326
U-30,Bancroft,208
U-30,Bancroft,1039
U-30,Bancroft,17
U-30,Bancroft,279
U-31,spy-fi,214
U-31,spy-fi,830
U-31,bordelaise,620
U-31,bordelaise,951
U-31,bordelaise,14
U-31,bordelaise,438
U-31,bordelaise,454
U-31,bordelaise,155
U-31,newsweekly,261
U-31,newsweekly,942
U-31,newsweekly,484
U-31,newsweekly,347
U-31,newsweekly,31
U-31,newsweekly,1150
U-31,papabot,511
U-31,papabot,457
U-31,papabot,10
U-32,centurions,366
U-32,centurions,421
U-32,gemmation,773
U-32,gemmation,47
U-32,t-junction,820
U-32,t-junction,1089
U-32,t-junction,927
U-32,bheesty,368
U-32,bheesty,203
U-32,bheesty,403
U-32,bheesty,208
U-32,bheesty,279
U-32,bheesty,1191
U-33,metalsmith,798
U-33,metalsmith,109
U-33,metalsmith,668
U-33,metalsmith,1051
U-33,detailing,345
U-33,detailing,903
U-33,detailing,96
U-33,detailing,12
U-33,detailing,325
U-33,detailing,984
U-33,tinder-box,1057
U-33,tinder-box,269
U-33,tinder-box,209
U-33,tinder-box,652
U-33,tinder-box,800
U-33,tinder-box,649
U-33,ultrasonic,967
U-33,ultrasonic,855
U-34,rudderfish,88
U-34,rudderfish,774
U-34,rudderfish,723
U-34,rudderfish,1051
U-34,rudderfish,605
U-34,rudderfish,1079
U-35,headachey,411
U-35,headachey,1043
U-35,headachey,708
U-35,headachey,332
U-35,headachey,432
U-35,oxfords,737
U-35,oxfords,600
U-35,oxfords,5
U-35,oxfords,1056
U-35,mudpie,58
U-35,mudpie,191
U-35,mudpie,387
U-35,mudpie,533
U-35,mudpie,848
U-36,Pacifica,1102
U-36,Pacifica,886
U-36,Pacifica,957
U-37,homodont,550
U-37,homodont,664
U-37,homodont,979
U-37,homodont,182
U-37,homodont,1046
U-38,stock,1061
U-38,stock,561
U-38,stock,44
U-38,stock,737
U-39,pedagogue,481
U-39,pedagogue,1135
U-39,pedagogue,840
U-39,pedagogue,936
U-39,pedagogue,711
U-39,bluest,420
U-39,bluest,28
U-39,bluest,367
U-39,bluest,585
U-39,bluest,159
U-39,bluest,825
U-39,quaffable,609
U-39,quaffable,465
U-39,quaffable,734
U-39,quaffable,114
U-40,neckband,1187
U-40,neckband,1192
U-40,neckband,3
U-41,coquille,401
U-41,coquille,438
U-42,Tasers,1086
U-42,Tasers,26
U-42,Tasers,412
U-42,cow-pilot,72
U-42,cow-pilot,855
U-42,cow-pilot,664
U-42,cow-pilot,399
U-42,cow-pilot,1161
U-42,cow-pilot,414
U-43,molindone,161
U-43,molindone,1167
U-43,molindone,134
U-43,molindone,123
U-43,molindone,884
U-44,playground,35
U-44,playground,24
U-44,playground,529
U-44,playground,712
U-44,playground,199
U-44,tentacular,1139
U-44,tentacular,925
U-44,tentacular,775
U-44,tentacular,649
U-45,Jacquerie,740
U-45,Jacquerie,1126
U-45,Jacquerie,487
U-45,sicklebill,1120
U-45,sicklebill,139
U-45,sicklebill,1140
U-46,torreya,528
U-46,torreya,323
U-46,torreya,628
U-46,torreya,588
U-46,torreya,818
U-46,torreya,361
U-46,turn-off,102
U-46,turn-off,14
U-46,turn-off,247
U-46,turn-off,958
U-46,dassn't,39
U-46,dassn't,979
U-46,dassn't,8
U-46,dassn't,1192
U-47,biggah,847
U-47,biggah,135
U-47,biggah,731
U-47,biggah,364
U-47,biggah,480
U-47,biggah,598
U-48,topknots,899
U-48,topknots,803
U-48,topknots,419
U-48,topknots,998
U-48,dendrons,245
U-48,dendrons,465
U-48,dendrons,788
U-48,dendrons,12
U-48,dendrons,1106
U-48,ulnare,921
U-48,ulnare,304
U-48,ulnare,354
U-48,ulnare,312
U-48,ulnare,847
U-49,detaching,583
U-49,detaching,908
U-49,detaching,890
U-49,detaching,1051
U-49,detaching,35
U-49,detaching,595
U-49,desirings,399
U-49,desirings,489
U-49,desirings,221
U-49,desirings,621
U-49,desirings,450
U-49,tetrahedra,1056
U-49,tetrahedra,752
U-49,tetrahedra,345
U-49,tetrahedra,322
U-49,tetrahedra,214
U-49,parle,589
U-49,parle,200
U-49,parle,825
U-49,parle,17
U-50,tissued,1035
U-50,tissued,666
U-50,tissued,1008
U-50,tissued,400
U-50,tissued,1174
U-50,tissued,633
U-50,hybridoma,375
U-50,hybridoma,276
U-50,zorrino,941
U-50,zorrino,143
U-50,zorrino,137
U-50,zorrino,800
U-51,moneron,853
U-51,moneron,193
U-51,moneron,655
U-51,moneron,185
U-51,moneron,421
U-51,moneron,605
U-51,half-capt,707
U-51,half-capt,107
U-51,half-capt,1103
U-51,half-capt,580
U-51,half-capt,178
U-51,firmation,614
U-51,firmation,334
U-51,firmation,134
U-51,firmation,1070
U-51,awaking,364
U-51,awaking,423
U-51,awaking,613
U-51,awaking,874
U-51,awaking,950
U-52,alineation,186
U-52,alineation,80
U-53,plateaux,710
U-53,plateaux,312
U-53,plateaux,994
U-53,plateaux,210
U-53,fuckholes,396
U-53,fuckholes,986
U-53,radiothons,806
U-53,radiothons,428
U-53,radiothons,719
U-53,radiothons,211
U-53,radiothons,614
U-53,radiothons,129
U-53,waltzed,197
U-53,waltzed,810
U-53,waltzed,313
U-54,geostatics,203
U-54,geostatics,680
U-54,analysts,563
U-54,analysts,1063
U-54,analysts,759
U-54,analysts,926
U-54,analysts,413
U-54,analysts,268
U-55,crotin,938
U-55,crotin,69
U-55,crotin,689
U-55,crotin,133
U-55,crotin,732
U-55,crotin,756
U-55,tosses,717
U-55,tosses,468
U-55,tosses,480
U-55,tosses,112
U-56,Class-size,518
U-56,Class-size,516
U-56,Class-size,725
U-56,Class-size,887
U-56,Class-size,129
U-56,Class-size,956
U-56,Fatima,16
U-56,Fatima,81
U-56,Fatima,943
U-57,sinistral,868
U-57,sinistral,582
U-57,sinistral,479
U-57,sinistral,367
U-57,paladins,425
U-57,paladins,549
U-57,paladins,223
U-57,paladins,69
U-57,paladins,550
U-57,paladins,739
U-58,dallop,938
U-58,dallop,1089
U-58,dallop,409
U-58,dallop,33
U-58,ouroboros,951
U-58,ouroboros,295
U-58,ouroboros,355
U-58,ouroboros,179
U-59,phelloderm,1106
U-59,phelloderm,877
U-59,phelloderm,925
U-59,phelloderm,117
U-59,phelloderm,359
U-60,surfacer,681
U-60,surfacer,710
U-60,surfacer,1138
U-60,surfacer,148
U-60,surfacer,1024
U-60,surfacer,1041
U-60,weigelia,537
U-60,weigelia,911
U-60,weigelia,856
U-60,weigelia,1103
U-60,weigelia,898
U-60,mobilette,517
U-60,mobilette,774
U-60,mobilette,1111
U-60,mobilette,541
U-60,mobilette,132
U-60,mobilette,52
U-60,pe-tsai,1082
U-60,pe-tsai,70
U-61,uneager,532
U-61,uneager,804
U-61,uneager,940
U-61,uneager,188
U-61,uneager,142
U-61,sexile,103
U-61,sexile,491
U-61,sexile,611
U-61,rivalled,762
U-61,rivalled,283
U-61,rivalled,525
U-62,playset,311
U-62,playset,448
U-62,playset,1118
U-62,playset,826
U-62,playset,918
U-62,throttler,581
U-62,throttler,451
U-62,throttler,306
U-62,throttler,173
U-62,evacuating,349
U-62,evacuating,539
U-62,evacuating,355
U-63,leute,539
U-63,leute,522
U-63,leute,536
U-63,leute,981
U-63,felon,990
U-63,felon,249
U-63,felon,469
U-63,lesbia,178
U-63,lesbia,744
U-63,lesbia,630
U-63,lesbia,945
U-64,colanders,245
U-64,colanders,110
U-64,colanders,575
U-64,colanders,625
U-64,colanders,277
U-64,serie,1184
U-64,serie,322
U-65,countbacks,487
U-65,countbacks,885
U-65,countbacks,179
U-65,countbacks,1013
U-66,herbivore,671
U-66,herbivore,571
U-66,herbivore,284
U-66,herbivore,578
U-66,herbivore,588
U-66,herbivore,525
U-67,shutting,751
U-67,shutting,866
U-67,shutting,835
U-67,shutting,1009
U-67,shutting,694
U-67,exhumed,750
U-67,exhumed,581
U-67,exhumed,530
U-67,exhumed,792
U-67,riotise,1144
U-67,riotise,813
U-67,riotise,317
U-67,riotise,199
U-67,dandies,271
U-67,dandies,813
U-67,dandies,281
U-68,lysogeny,1017
U-68,lysogeny,593
U-68,lysogeny,86
U-68,lysogeny,725
U-68,terrar,528
U-68,terrar,100
U-68,terrar,541
U-68,terrar,723
U-68,terrar,432
U-68,terrar,682
U-68,inextended,528
U-68,inextended,294
U-68,inextended,300
U-68,inextended,58
U-68,inextended,496
U-68,inextended,241
U-69,reverenced,678
U-69,reverenced,907
U-69,overfond,434
U-69,overfond,896
U-69,overfond,684
U-69,overfond,97
U-69,overfond,992
U-69,overfond,52
U-70,parkway,1106
U-70,parkway,645
U-70,parkway,202
U-70,parkway,739
U-70,parkway,640
U-70,parkway,304
U-71,pressed,795
U-71,pressed,1121
U-71,Rajasthani,169
U-71,Rajasthani,287
U-71,Rajasthani,56
U-71,Rajasthani,679
U-71,Rajasthani,1086
U-71,Rajasthani,579
U-71,extending,673
U-71,extending,860
U-71,extending,1117
U-71,extending,769
U-71,extending,791
U-71,busheling,436
U-71,busheling,466
U-71,busheling,780
U-71,busheling,623
U-71,busheling,955
U-72,sealer,500
U-72,sealer,521
U-72,sealer,1179
U-72,sealer,841
U-72,sealer,694
U-72,sealer,1169
U-72,scrappy,1069
U-72,scrappy,1032
U-72,scrappy,1073
U-72,scrappy,496
U-72,scrappy,714
U-73,trusswork,364
U-73,trusswork,458
U-73,clank,1002
U-73,clank,578
U-73,clank,981
U-73,clank,1137
U-73,clank,549
U-73,sawtere,409
U-73,sawtere,355
U-73,sawtere,213
U-73,sawtere,385
U-73,sawtere,772
U-73,sawtere,586
U-73,lip-shaped,62
U-73,lip-shaped,1072
U-73,lip-shaped,772
U-73,lip-shaped,171
U-73,lip-shaped,1035
U-73,lip-shaped,962
U-74,forfeit,1008
U-74,forfeit,297
U-74,forfeit,812
U-74,forfeit,749
U-74,forfeit,429
U-74,forfeit,333
U-74,defiling,899
U-74,defiling,799
U-74,defiling,1045
U-74,defiling,554
U-75,strontium,534
U-75,strontium,147
U-75,strontium,959
U-75,strontium,935
U-75,strontium,945
U-76,chivalrous,318
U-76,chivalrous,606
U-76,clattering,109
U-76,clattering,975
U-76,detach,492
U-76,detach,208
U-76,detach,668
U-77,blackcocks,574
U-77,blackcocks,67
U-77,gaoler,752
U-77,gaoler,528
U-78,Chablis,878
U-78,Chablis,127
U-78,Chablis,33
U-78,Chablis,1024
U-78,Chablis,942
U-78,Chablis,571
U-78,verbiage,514
U-78,verbiage,226
U-79,unmans,990
U-79,unmans,570
U-79,unmans,157
U-79,unmans,1154
U-79,unmans,540
U-79,unmans,1138
U-79,gigabits,1030
U-79,gigabits,10
U-79,gigabits,937
U-79,gigabits,782
U-80,hammerlock,257
U-80,hammerlock,88
U-80,hammerlock,1048
U-80,hammerlock,435
U-80,hammerlock,43
U-80,hammerlock,849
U-80,parleyed,346
U-80,parleyed,1110
U-80,parleyed,81
U-80,parleyed,572
U-80,zymometers,71
U-80,zymometers,548
U-80,yells,402
U-80,yells,277
U-80,yells,391
U-81,fagine,22
U-81,fagine,247
U-81,fagine,424
U-81,fagine,768
U-81,fagine,979
U-82,teasy,264
U-82,teasy,151
U-82,teasy,266
U-82,teasy,944
U-82,teasy,417
U-83,6527MP,991
U-83,6527MP,131
U-83,6527MP,226
U-83,6527MP,791
U-83,6527MP,152
U-83,Cayley,17
U-83,Cayley,998
U-83,Cayley,514
U-83,Cayley,753
U-83,Cayley,856
U-84,uncoverer,1102
U-84,uncoverer,322
U-84,uncoverer,826
U-84,cohabiter,602
U-84,cohabiter,620
U-84,cohabiter,75
U-84,cohabiter,1026
U-84,cohabiter,497
U-84,flagged,842
U-84,flagged,603
U-84,flagged,693
U-84,flagged,1079
U-84,flagged,107
U-84,flagged,146
U-85,carpets,1072
U-85,carpets,770
U-85,carpets,600
U-85,carpets,456
U-85,carpets,227
U-85,carpets,291
U-85,siris,1087
U-85,siris,141
U-86,shidduchs,84
U-86,shidduchs,813
U-86,beet-sugar,494
U-86,beet-sugar,831
U-86,beet-sugar,843
U-86,beet-sugar,10
U-87,originant,660
U-87,originant,557
U-87,originant,1133
U-87,bedaubing,832
U-87,bedaubing,26
U-87,bedaubing,1082
U-87,lionise,904
U-87,lionise,56
U-87,lionise,1140
U-87,lionise,314
U-87,lionise,479
U-87,empires,544
U-87,empires,1161
U-87,empires,1187
U-87,empires,1167
U-87,empires,545
U-88,debased,88
U-88,debased,999
U-89,triatomic,188
U-89,triatomic,986
U-89,unreined,264
U-89,unreined,153
U-89,valiantly,337
U-89,valiantly,444
U-89,valiantly,886
U-89,valiantly,705
U-89,valiantly,513
U-89,valiantly,569
U-89,sailour,806
U-89,sailour,625
U-90,wants,922
U-90,wants,984
U-90,wants,845
U-90,wants,468
U-90,wants,1165
U-90,tunnellers,939
U-90,tunnellers,1117
U-90,tunnellers,400
U-90,tunnellers,571
U-90,tunnellers,293
U-90,magnified,1047
U-90,magnified,114
U-90,magnified,14
U-91,Putnam,908
U-91,Putnam,390
U-91,darcys,97
U-91,darcys,887
U-91,darcys,1176
U-91,darcys,233
U-91,darcys,793
U-91,lucivee,838
U-91,lucivee,219
U-91,lucivee,142
U-91,lucivee,882
U-91,busted,1163
U-91,busted,821
U-91,busted,94
U-91,busted,413
U-92,thio-urea,984
U-92,thio-urea,328
U-92,thio-urea,153
U-92,toll-bar,350
U-92,toll-bar,783
U-93,lightwood,854
U-93,lightwood,782
U-93,lightwood,1050
U-93,lightwood,746
U-93,lightwood,99
U-93,limnology,642
U-93,limnology,1126
U-93,limnology,637
U-93,limnology,930
U-93,limnology,409
U-93,limnology,1135
U-94,dystonic,287
U-94,dystonic,620
U-94,dystonic,297
U-94,dystonic,383
U-94,roadbook,27
U-94,roadbook,346
U-94,roadbook,332
U-95,astral,522
U-95,astral,1146
U-95,astral,900
U-95,astral,318
U-95,astral,1078
U-95,astral,291
U-95,bagman,176
U-95,bagman,235
U-95,bagman,372
U-95,bagman,151
U-95,opiner,451
U-95,opiner,419
U-95,opiner,475
U-95,opiner,955
U-96,squabby,543
U-96,squabby,1011
U-96,squabby,348
U-96,squabby,544
U-96,medalled,7
U-96,medalled,758
U-96,medalled,612
U-96,medalled,419
U-96,medalled,222
U-96,medalled,703
U-96,pavee,915
U-96,pavee,607
U-97,doomier,1060
U-97,doomier,199
U-97,doomier,535
U-97,doomier,151
U-97,doomier,844
U-97,doomier,179
U-97,spamblock,751
U-97,spamblock,624
U-97,spamblock,449
U-97,spamblock,1156
U-97,sorcerers,742
U-97,sorcerers,1061
U-97,sorcerers,1035
U-97,oarfish,526
U-97,oarfish,697
U-97,oarfish,194
U-98,Irishmen,568
U-98,Irishmen,688
U-98,dexone,476
U-98,dexone,747
U-98,dexone,232
U-98,dexone,145
U-98,alrighty,788
U-98,alrighty,718
U-98,alrighty,167
U-98,alrighty,143
U-99,bearer,354
U-99,bearer,518
U-99,bearer,315
U-99,puritanism,246
U-99,puritanism,430
U-99,puritanism,1018
U-99,puritanism,598
U-99,puritanism,628
U-99,puritanism,278
U-99,queried,669
U-99,queried,547
U-99,queried,309
U-99,queried,383
U-100,perca,1143
U-100,perca,1048
U-100,perca,93
U-100,perca,51
U-100,perca,471
U-100,perca,878
U-100,remedially,918
U-100,remedially,1051
U-100,scorner,127
U-100,scorner,700
U-100,scorner,357
U-100,scorner,410
U-100,scorner,175
U-100,scorner,1167
U-100,flea-bite,367
U-100,flea-bite,603
U-100,flea-bite,1102
U-100,flea-bite,303
U-100,flea-bite,1143
U-100,flea-bite,564
U-101,captor,1028
U-101,captor,152
U-101,captor,633
U-101,untruly,445
U-101,untruly,669
U-101,untruly,650
U-102,measurably,224
U-102,measurably,145
U-102,measurably,1174
U-102,frotted,840
U-102,frotted,1026
U-103,nerdcore,1148
U-103,nerdcore,927
U-103,nerdcore,313
U-103,recessive,648
U-103,recessive,434
U-103,recessive,524
U-103,recessive,247
U-103,recessive,777
U-103,recessive,572
U-103,rederive,484
U-103,rederive,1096
U-104,mutualize,1137
U-104,mutualize,864
U-104,mutualize,381
U-104,mutualize,1178
U-104,mutualize,1093
U-104,mutualize,1190
U-104,crescence,14
U-104,crescence,28
U-104,crescence,697
U-104,crescence,1096
U-104,crescence,21
U-104,crescence,204
U-104,mortally,967
U-104,mortally,859
U-104,mortally,903
U-104,mortally,189
U-104,mortally,277
U-104,syndicated,604
U-104,syndicated,96
U-104,syndicated,638
U-104,syndicated,348
U-104,syndicated,661
U-105,scribblers,816
U-105,scribblers,777
U-105,scribblers,541
U-105,scribblers,758
U-105,scribblers,971
U-105,pillowy,778
U-105,pillowy,689
U-105,pillowy,1029
U-105,pillowy,438
U-105,pillowy,788
U-105,pillowy,200
U-105,flunking,582
U-105,flunking,3
U-105,flunking,734
U-105,flunking,472
U-105,flunking,1075
U-105,flunking,622
U-105,reinsuring,424
U-105,reinsuring,825
U-105,reinsuring,602
U-106,concaving,538
U-106,concaving,1059
U-106,concaving,95
U-106,concaving,356
U-106,backhauled,108
U-106,backhauled,111
U-106,backhauled,614
U-106,backhauled,106
U-106,backhauled,468
U-106,backhauled,262
U-106,honble,483
U-106,honble,773
U-106,honble,662
U-106,honble,741
U-106,honble,1
U-106,honble,117
U-107,announced,936
U-107,announced,977
U-107,announced,346
U-107,announced,685
U-107,biscuits,134
U-107,biscuits,740
U-107,biscuits,360
U-107,biscuits,565
U-107,biscuits,459
U-107,biscuits,217
U-108,yeoman,977
U-108,yeoman,867
U-108,yeoman,39
U-108,yeoman,1147
U-108,yeoman,529
U-108,yeoman,387
U-109,cacophony,301
U-109,cacophony,397
U-109,cacophony,587
U-110,realty,1131
U-110,realty,473
U-110,realty,364
U-110,realty,528
U-110,realty,709
U-110,hutong,357
U-110,hutong,811
U-110,hutong,911
U-110,hutong,924
U-110,hutong,895
U-110,hutong,588
U-110,errantry,817
U-110,errantry,37
U-110,leisurely,923
U-110,leisurely,364
U-110,leisurely,997
U-111,spur-fowl,460
U-111,spur-fowl,585
U-111,spur-fowl,712
U-111,spur-fowl,1058
U-111,spur-fowl,625
U-111,spur-fowl,1132
U-111,bogeymen,132
U-111,bogeymen,95
U-111,pismire,1000
U-111,pismire,532
U-111,pismire,1087
U-111,deprive,575
U-111,deprive,710
U-111,deprive,1097
U-111,deprive,331
U-111,deprive,979
U-112,eisegete,457
U-112,eisegete,963
U-112,eisegete,121
U-112,eisegete,177
U-112,webcasters,718
U-112,webcasters,270
U-112,webcasters,1132
U-112,webcasters,230
U-113,exeunt,817
U-113,exeunt,721
U-113,exeunt,555
U-113,exeunt,490
U-113,exeunt,36
U-113,exeunt,751
U-113,memoizes,688
U-113,memoizes,7
U-113,memoizes,1070
U-114,tones,113
U-114,tones,896
U-115,inveterate,71
U-115,inveterate,852
U-116,beside,119
U-116,beside,217
U-117,chocho,341
U-117,chocho,635
U-117,chocho,1069
U-117,chocho,580
U-117,chocho,138
U-117,chocho,402
U-117,bracon,117
U-117,bracon,575
U-117,bracon,111
U-118,blest,266
U-118,blest,570
U-118,blest,39
U-118,blest,1151
U-118,blest,574
U-119,2Kinda,912
U-119,2Kinda,785
U-119,2Kinda,472
U-119,2Kinda,1006
U-119,2Kinda,421
U-119,2Kinda,926
U-119,disaffirm,193
U-119,disaffirm,941
U-119,disaffirm,61
U-120,rubiform,589
U-120,rubiform,481
U-120,rubiform,768
U-120,rubiform,842
U-121,panteth,602
U-121,panteth,91
U-121,panteth,527
U-121,panteth,426
U-121,panteth,933
U-121,blethered,617
U-121,blethered,26
U-121,blethered,371
U-121,blethered,545
U-121,razzia,216
U-121,razzia,1111
U-121,razzia,804
U-121,razzia,200
U-122,churner,791
U-122,churner,929
U-122,markhors,123
U-122,markhors,170
U-122,succouring,192
U-122,succouring,54
U-122,succouring,1034
U-122,succouring,214
U-122,succouring,740
U-122,Frankfurt,491
U-122,Frankfurt,869
U-122,Frankfurt,480
U-122,Frankfurt,842
U-122,Frankfurt,1008
U-122,Frankfurt,251
U-123,always,381
U-123,always,957
U-123,always,666
U-123,always,156
U-123,always,654
U-123,always,58
U-123,Steve,715
U-123,Steve,751
U-123,Steve,1011
U-123,Steve,1060
U-123,Steve,879
U-123,Steve,619
U-123,peperomia,223
U-123,peperomia,802
U-123,peperomia,366
U-123,peperomia,183
U-123,peperomia,309
U-124,lingular,368
U-124,lingular,594
U-125,slicers,501
U-125,slicers,832
U-125,slicers,561
U-125,slicers,422
U-125,slicers,726
U-125,subtask,316
U-125,subtask,166
U-126,ideophone,361
U-126,ideophone,1173
U-126,ideophone,217
U-126,ideophone,32
U-126,ideophone,728
U-126,ideophone,443
U-126,Garden,818
U-126,Garden,10
U-126,Garden,1102
U-126,surdity,1112
U-126,surdity,877
U-127,blest,22
U-127,blest,814
U-128,faring,942
U-128,faring,110
U-128,faring,2
U-128,faring,429
U-128,faring,506
U-128,gusla,761
U-128,gusla,1139
U-128,gusla,633
U-128,gusla,512
U-129,affears,528
U-129,affears,787
U-129,affears,677
U-129,affears,1139
U-129,affears,439
U-130,gingiva,267
U-130,gingiva,701
U-130,gingiva,212
U-130,disputants,615
U-130,disputants,44
U-130,disputants,690
U-130,disputants,1183
U-130,disputants,680
U-130,agradolce,172
U-130,agradolce,518
U-131,mandelate,589
U-131,mandelate,1066
U-131,mandelate,814
U-131,mandelate,96
